day,symbol_name,profit,volume,PnL/Lot,Coef
6/21/2021,GBPUSD,-936303.876,12125.13,-77.22011,9.30E-04
6/22/2021,GBPUSD,-505120.7743,10606.97,-47.62159,-0.00074
6/23/2021,GBPUSD,-17586.89875,10137.12,-1.734901,0.000692
6/24/2021,GBPUSD,10479.68312,8345.59,1.255715,-5.89E-05
6/25/2021,GBPUSD,84983.08644,8615.01,9.864537,-0.00031
6/28/2021,GBPUSD,110525.9367,7004.18,15.779997,-0.00068
6/29/2021,GBPUSD,203588.4694,8121.32,25.068396,-0.00044
6/30/2021,GBPUSD,-196673.2053,8249.12,-23.84172,0.00072
7/1/2021,GBPUSD,218453.8454,9988.33,21.870908,0.000632
7/2/2021,GBPUSD,-214340.8218,10035.61,-21.358026,-0.00013
7/5/2021,GBPUSD,-211084.8496,9882.74,-21.35894,0.001599
7/6/2021,GBPUSD,36118.5814,5589.31,6.462082,0.001847
7/7/2021,GBPUSD,116238.6886,13699.26,8.485034,-4.85E-05
7/8/2021,GBPUSD,139308.1792,10421.41,13.367498,-0.00161
7/9/2021,GBPUSD,35706.00772,7827,4.561902,-0.00059
7/12/2021,GBPUSD,-211874.8215,8716.87,-24.306296,0.000211
7/13/2021,GBPUSD,241365.5748,7845.66,30.764215,-0.00043
7/14/2021,GBPUSD,-21472.43895,8719.74,-2.462509,-0.00051
7/15/2021,GBPUSD,254740.0026,9057.08,28.126063,-0.00096
7/16/2021,GBPUSD,394502.4348,10643.05,37.066671,-0.00077
7/19/2021,GBPUSD,362760.1021,11147.21,32.542681,0.00182
7/20/2021,GBPUSD,-1434172.666,15590.21,-91.991876,0.001122
7/21/2021,GBPUSD,-1396686.791,13255.95,-105.36301,0.000585
7/22/2021,GBPUSD,29565.50406,9096.77,3.25011,0.001031
7/23/2021,GBPUSD,46177.25986,9706.54,4.757335,-0.00023
7/26/2021,GBPUSD,67905.56191,5599.78,12.12647,-0.00041
7/27/2021,GBPUSD,-98371.45915,9311.15,-10.56491,-0.00082
7/28/2021,GBPUSD,-277771.9096,10041.39,-27.662695,-0.00147
7/29/2021,GBPUSD,33137.42117,12870.1,2.57476,-0.00029
7/30/2021,GBPUSD,-680096.8984,6951.67,-97.832161,-0.00097
8/2/2021,GBPUSD,13958.51156,8360.73,1.669533,0.000279
8/3/2021,GBPUSD,105853.7044,6854.55,15.442838,0.00093
8/4/2021,GBPUSD,32998.33119,8454.46,3.903068,-0.00074
8/5/2021,GBPUSD,195128.1217,8486.9,22.991684,0.000692
8/6/2021,GBPUSD,229012.7191,9756.6,23.472595,-5.89E-05
8/9/2021,GBPUSD,163143.9918,6231.06,26.182382,-0.00031
8/10/2021,GBPUSD,189966.2374,7995.63,23.758758,-0.00068
8/11/2021,GBPUSD,228954.0792,7653.08,29.916593,-0.00044
8/12/2021,GBPUSD,136285.9034,8646.01,15.762867,0.00072
8/13/2021,GBPUSD,-138050.3121,7629.4,-18.094518,0.000632
8/16/2021,GBPUSD,263057.4542,8437.64,31.176662,-0.00013
8/17/2021,GBPUSD,254040.4098,8292.58,30.634665,0.001599
8/18/2021,GBPUSD,-776791.9465,9293.26,-83.586594,0.001847
8/19/2021,GBPUSD,113828.5849,7463.88,15.250591,-4.85E-05
8/20/2021,GBPUSD,-1423291.08,9092.47,-156.535142,-0.00161
8/23/2021,GBPUSD,-325639.1728,7480.34,-43.53267,-0.00059
8/24/2021,GBPUSD,244984.0836,9176.41,26.69716,0.000211
8/25/2021,GBPUSD,70131.40993,8085.47,8.673758,-0.00043
8/26/2021,GBPUSD,2390.447213,6786.02,0.352261,-0.00051
8/27/2021,GBPUSD,43703.68897,7308.29,5.980016,-0.00096
8/30/2021,GBPUSD,104124.1385,7647.64,13.615199,-0.00077
